PHEWAS_CODE;ICD10_CODE;EXCLUSION;STR
J17;J171;J09-J18;Pneumonia in diseases classified elsewhere
J17;J173;J09-J18;Pneumonia in diseases classified elsewhere
J17;J172;J09-J18;Pneumonia in diseases classified elsewhere
J18;J188;J09-J18;Pneumonia, organism unspecified
J18;J18;J09-J18;Pneumonia, organism unspecified
J18;J189;J09-J18;Pneumonia, organism unspecified
J18;J182;J09-J18;Pneumonia, organism unspecified
J18;J181;J09-J18;Pneumonia, organism unspecified
J18;J180;J09-J18;Pneumonia, organism unspecified
J20;J204;J20-J22;Acute bronchitis
J20;J201;J20-J22;Acute bronchitis
J20;J208;J20-J22;Acute bronchitis
J20;J205;J20-J22;Acute bronchitis
J20;J209;J20-J22;Acute bronchitis
J20;J207;J20-J22;Acute bronchitis
J20;J206;J20-J22;Acute bronchitis
J20;J203;J20-J22;Acute bronchitis
J20;J200;J20-J22;Acute bronchitis
J20;J202;J20-J22;Acute bronchitis
J20;J20;J20-J22;Acute bronchitis
J21;J21;J20-J22;Acute bronchiolitis
J21;J219;J20-J22;Acute bronchiolitis
J21;J210;J20-J22;Acute bronchiolitis
J21;J218;J20-J22;Acute bronchiolitis
J22;J22;J20-J22;Unspecified acute lower respiratory infection
J30;J301;J30-J39;Vasomotor and allergic rhinitis
J30;J302;J30-J39;Vasomotor and allergic rhinitis
J30;J30;J30-J39;Vasomotor and allergic rhinitis
J30;J300;J30-J39;Vasomotor and allergic rhinitis
J30;J304;J30-J39;Vasomotor and allergic rhinitis
J30;J303;J30-J39;Vasomotor and allergic rhinitis
J31;J31;J30-J39;Chronic rhinitis, nasopharyngitis and pharyngitis
J31;J312;J30-J39;Chronic rhinitis, nasopharyngitis and pharyngitis
J31;J310;J30-J39;Chronic rhinitis, nasopharyngitis and pharyngitis
J31;J311;J30-J39;Chronic rhinitis, nasopharyngitis and pharyngitis
J32;J322;J30-J39;Chronic sinusitis
J32;J324;J30-J39;Chronic sinusitis
J32;J323;J30-J39;Chronic sinusitis
J32;J321;J30-J39;Chronic sinusitis
J32;J32;J30-J39;Chronic sinusitis
J32;J329;J30-J39;Chronic sinusitis
J32;J328;J30-J39;Chronic sinusitis
J32;J320;J30-J39;Chronic sinusitis
J33;J330;J30-J39;Nasal polyp
J33;J331;J30-J39;Nasal polyp
J33;J33;J30-J39;Nasal polyp
J33;J338;J30-J39;Nasal polyp
J33;J339;J30-J39;Nasal polyp
J34;J341;J30-J39;Other disorders of nose and nasal sinuses
J34;J343;J30-J39;Other disorders of nose and nasal sinuses
J34;J340;J30-J39;Other disorders of nose and nasal sinuses
J34;J342;J30-J39;Other disorders of nose and nasal sinuses
J34;J34;J30-J39;Other disorders of nose and nasal sinuses
J34;J348;J30-J39;Other disorders of nose and nasal sinuses
J35;J352;J30-J39;Chronic diseases of tonsils and adenoids
J35;J351;J30-J39;Chronic diseases of tonsils and adenoids
J35;J35;J30-J39;Chronic diseases of tonsils and adenoids
J35;J358;J30-J39;Chronic diseases of tonsils and adenoids
J35;J350;J30-J39;Chronic diseases of tonsils and adenoids
J35;J359;J30-J39;Chronic diseases of tonsils and adenoids
J35;J353;J30-J39;Chronic diseases of tonsils and adenoids
J36;J36;J30-J39;Peritonsillar abscess
J37;J371;J30-J39;Chronic laryngitis and laryngotracheitis
J37;J37;J30-J39;Chronic laryngitis and laryngotracheitis
J37;J370;J30-J39;Chronic laryngitis and laryngotracheitis
J38;J38;J30-J39;Diseases of vocal cords and larynx, not elsewhere classified
J38;J381;J30-J39;Diseases of vocal cords and larynx, not elsewhere classified
J38;J382;J30-J39;Diseases of vocal cords and larynx, not elsewhere classified
J38;J385;J30-J39;Diseases of vocal cords and larynx, not elsewhere classified
J38;J384;J30-J39;Diseases of vocal cords and larynx, not elsewhere classified
J38;J386;J30-J39;Diseases of vocal cords and larynx, not elsewhere classified
J38;J387;J30-J39;Diseases of vocal cords and larynx, not elsewhere classified
J38;J380;J30-J39;Diseases of vocal cords and larynx, not elsewhere classified
J38;J383;J30-J39;Diseases of vocal cords and larynx, not elsewhere classified
J39;J39;J30-J39;Other diseases of upper respiratory tract
J39;J399;J30-J39;Other diseases of upper respiratory tract
J39;J391;J30-J39;Other diseases of upper respiratory tract
J39;J398;J30-J39;Other diseases of upper respiratory tract
J39;J390;J30-J39;Other diseases of upper respiratory tract
J39;J393;J30-J39;Other diseases of upper respiratory tract
J39;J392;J30-J39;Other diseases of upper respiratory tract
J40;J40;J40-J47;Bronchitis, not specified as acute or chronic
J41;J410;J40-J47;Simple and mucopurulent chronic bronchitis
J41;J41;J40-J47;Simple and mucopurulent chronic bronchitis
J41;J411;J40-J47;Simple and mucopurulent chronic bronchitis
J41;J418;J40-J47;Simple and mucopurulent chronic bronchitis
J42;J42;J40-J47;Unspecified chronic bronchitis
J43;J439;J40-J47;Emphysema
J43;J430;J40-J47;Emphysema
J43;J438;J40-J47;Emphysema
J43;J43;J40-J47;Emphysema
J43;J432;J40-J47;Emphysema
J43;J431;J40-J47;Emphysema
J44;J440;J40-J47;Other chronic obstructive pulmonary disease
J44;J441;J40-J47;Other chronic obstructive pulmonary disease
J44;J449;J40-J47;Other chronic obstructive pulmonary disease
J44;J44;J40-J47;Other chronic obstructive pulmonary disease
J44;J448;J40-J47;Other chronic obstructive pulmonary disease
J45;J45;J40-J47;Asthma
J45;J458;J40-J47;Asthma
J45;J451;J40-J47;Asthma
J45;J450;J40-J47;Asthma
J45;J459;J40-J47;Asthma
J46;J46;J40-J47;Status asthmaticus
J47;J47;J40-J47;Bronchiectasis
J60;J60;J60-J70;Coalworker's pneumoconiosis
J61;J61;J60-J70;Pneumoconiosis due to asbestos and other mineral fibres
J62;J628;J60-J70;Pneumoconiosis due to dust containing silica
J62;J620;J60-J70;Pneumoconiosis due to dust containing silica
J62;J62;J60-J70;Pneumoconiosis due to dust containing silica
J63;J633;J60-J70;Pneumoconiosis due to other inorganic dusts
J63;J63;J60-J70;Pneumoconiosis due to other inorganic dusts
J63;J630;J60-J70;Pneumoconiosis due to other inorganic dusts
J63;J632;J60-J70;Pneumoconiosis due to other inorganic dusts
J63;J631;J60-J70;Pneumoconiosis due to other inorganic dusts
J63;J634;J60-J70;Pneumoconiosis due to other inorganic dusts
J63;J638;J60-J70;Pneumoconiosis due to other inorganic dusts
J63;J635;J60-J70;Pneumoconiosis due to other inorganic dusts
J64;J64;J60-J70;Unspecified pneumoconiosis
J65;J65;J60-J70;Pneumoconiosis associated with tuberculosis
J66;J668;J60-J70;Airway disease due to specific organic dust
J66;J66;J60-J70;Airway disease due to specific organic dust
J66;J662;J60-J70;Airway disease due to specific organic dust
J66;J660;J60-J70;Airway disease due to specific organic dust
J66;J661;J60-J70;Airway disease due to specific organic dust
J67;J678;J60-J70;Hypersensitivity pneumonitis due to organic dust
J67;J672;J60-J70;Hypersensitivity pneumonitis due to organic dust
J67;J679;J60-J70;Hypersensitivity pneumonitis due to organic dust
J67;J677;J60-J70;Hypersensitivity pneumonitis due to organic dust
J67;J676;J60-J70;Hypersensitivity pneumonitis due to organic dust
J67;J671;J60-J70;Hypersensitivity pneumonitis due to organic dust
J67;J673;J60-J70;Hypersensitivity pneumonitis due to organic dust
J67;J675;J60-J70;Hypersensitivity pneumonitis due to organic dust
J67;J670;J60-J70;Hypersensitivity pneumonitis due to organic dust
J67;J674;J60-J70;Hypersensitivity pneumonitis due to organic dust
J67;J67;J60-J70;Hypersensitivity pneumonitis due to organic dust
J68;J68;J60-J70;Respiratory conditions due to inhalation of chemicals, gases, fumes and vapours
J68;J688;J60-J70;Respiratory conditions due to inhalation of chemicals, gases, fumes and vapours
J68;J684;J60-J70;Respiratory conditions due to inhalation of chemicals, gases, fumes and vapours
J68;J689;J60-J70;Respiratory conditions due to inhalation of chemicals, gases, fumes and vapours
J68;J682;J60-J70;Respiratory conditions due to inhalation of chemicals, gases, fumes and vapours
J68;J680;J60-J70;Respiratory conditions due to inhalation of chemicals, gases, fumes and vapours
J68;J683;J60-J70;Respiratory conditions due to inhalation of chemicals, gases, fumes and vapours
J68;J681;J60-J70;Respiratory conditions due to inhalation of chemicals, gases, fumes and vapours
J69;J698;J60-J70;Pneumonitis due to solids and liquids
J69;J691;J60-J70;Pneumonitis due to solids and liquids
J69;J69;J60-J70;Pneumonitis due to solids and liquids
J69;J690;J60-J70;Pneumonitis due to solids and liquids
J70;J709;J60-J70;Respiratory conditions due to other external agents
J70;J700;J60-J70;Respiratory conditions due to other external agents
J70;J704;J60-J70;Respiratory conditions due to other external agents
J70;J703;J60-J70;Respiratory conditions due to other external agents
J70;J70;J60-J70;Respiratory conditions due to other external agents
J70;J701;J60-J70;Respiratory conditions due to other external agents
J70;J708;J60-J70;Respiratory conditions due to other external agents
J70;J702;J60-J70;Respiratory conditions due to other external agents
J80;J80;J80-J84;Adult respiratory distress syndrome
J81;J81;J80-J84;Pulmonary oedema
J82;J82;J80-J84;Pulmonary eosinophilia, not elsewhere classified
J84;J84;J80-J84;Other interstitial pulmonary diseases
J84;J848;J80-J84;Other interstitial pulmonary diseases
J84;J849;J80-J84;Other interstitial pulmonary diseases
J84;J841;J80-J84;Other interstitial pulmonary diseases
J84;J840;J80-J84;Other interstitial pulmonary diseases
J85;J850;J85-J86;Abscess of lung and mediastinum
J85;J852;J85-J86;Abscess of lung and mediastinum
J85;J85;J85-J86;Abscess of lung and mediastinum
J85;J851;J85-J86;Abscess of lung and mediastinum
J85;J853;J85-J86;Abscess of lung and mediastinum
J86;J860;J85-J86;Pyothorax
J86;J869;J85-J86;Pyothorax
J86;J86;J85-J86;Pyothorax
J90;J90;J90-J94;Pleural effusion, not elsewhere classified
J91;J91;J90-J94;Pleural effusion in conditions classified elsewhere
J92;J929;J90-J94;Pleural plaque
J92;J920;J90-J94;Pleural plaque
J92;J92;J90-J94;Pleural plaque
J93;J939;J90-J94;Pneumothorax
J93;J930;J90-J94;Pneumothorax
J93;J931;J90-J94;Pneumothorax
J93;J938;J90-J94;Pneumothorax
J93;J93;J90-J94;Pneumothorax
J94;J942;J90-J94;Other pleural conditions
J94;J941;J90-J94;Other pleural conditions
J94;J940;J90-J94;Other pleural conditions
J94;J949;J90-J94;Other pleural conditions
J94;J948;J90-J94;Other pleural conditions
J94;J94;J90-J94;Other pleural conditions
J95;J959;J95-J99;Postprocedural respiratory disorders, not elsewhere classified
J95;J954;J95-J99;Postprocedural respiratory disorders, not elsewhere classified
J95;J953;J95-J99;Postprocedural respiratory disorders, not elsewhere classified
J95;J955;J95-J99;Postprocedural respiratory disorders, not elsewhere classified
J95;J951;J95-J99;Postprocedural respiratory disorders, not elsewhere classified
J95;J952;J95-J99;Postprocedural respiratory disorders, not elsewhere classified
J95;J958;J95-J99;Postprocedural respiratory disorders, not elsewhere classified
J95;J950;J95-J99;Postprocedural respiratory disorders, not elsewhere classified
J95;J95;J95-J99;Postprocedural respiratory disorders, not elsewhere classified
J96;J961;J95-J99;Respiratory failure, not elsewhere classified
J96;J961+1;J95-J99;Respiratory failure, not elsewhere classified
J96;J96;J95-J99;Respiratory failure, not elsewhere classified
J96;J960;J95-J99;Respiratory failure, not elsewhere classified
J96;J961+0;J95-J99;Respiratory failure, not elsewhere classified
J96;J969;J95-J99;Respiratory failure, not elsewhere classified
J98;J986;J95-J99;Other respiratory disorders
J98;J9868;J95-J99;Other respiratory disorders
J98;J989;J95-J99;Other respiratory disorders
J98;J985;J95-J99;Other respiratory disorders
J98;J983;J95-J99;Other respiratory disorders
J98;J988;J95-J99;Other respiratory disorders
J98;J982;J95-J99;Other respiratory disorders
J98;J9860;J95-J99;Other respiratory disorders
J98;J984;J95-J99;Other respiratory disorders
J98;J981;J95-J99;Other respiratory disorders
J98;J98;J95-J99;Other respiratory disorders
J98;J980;J95-J99;Other respiratory disorders
J99;J991;J95-J99;Respiratory disorders in diseases classified elsewhere
J99;J99;J95-J99;Respiratory disorders in diseases classified elsewhere
J99;J990;J95-J99;Respiratory disorders in diseases classified elsewhere
J99;J998;J95-J99;Respiratory disorders in diseases classified elsewhere
K00;K006;K00-K14;Disorders of tooth development and eruption
K00;K005;K00-K14;Disorders of tooth development and eruption
K00;K00;K00-K14;Disorders of tooth development and eruption
K00;K008;K00-K14;Disorders of tooth development and eruption
K00;K000;K00-K14;Disorders of tooth development and eruption
K00;K002;K00-K14;Disorders of tooth development and eruption
K00;K003;K00-K14;Disorders of tooth development and eruption
K00;K009;K00-K14;Disorders of tooth development and eruption
K00;K004;K00-K14;Disorders of tooth development and eruption
K00;K001;K00-K14;Disorders of tooth development and eruption
K00;K007;K00-K14;Disorders of tooth development and eruption
K01;K011;K00-K14;Embedded and impacted teeth
K01;K01;K00-K14;Embedded and impacted teeth
K01;K010;K00-K14;Embedded and impacted teeth
K02;K021;K00-K14;Dental caries
K02;K02;K00-K14;Dental caries
K02;K022;K00-K14;Dental caries
K02;K023;K00-K14;Dental caries
K02;K020;K00-K14;Dental caries
K02;K024;K00-K14;Dental caries
K02;K029;K00-K14;Dental caries
K02;K028;K00-K14;Dental caries
K03;K031;K00-K14;Other diseases of hard tissues of teeth
K03;K030;K00-K14;Other diseases of hard tissues of teeth
K03;K036;K00-K14;Other diseases of hard tissues of teeth
K03;K033;K00-K14;Other diseases of hard tissues of teeth
K03;K032;K00-K14;Other diseases of hard tissues of teeth
K03;K039;K00-K14;Other diseases of hard tissues of teeth
K03;K034;K00-K14;Other diseases of hard tissues of teeth
K03;K03;K00-K14;Other diseases of hard tissues of teeth
K03;K038;K00-K14;Other diseases of hard tissues of teeth
K03;K035;K00-K14;Other diseases of hard tissues of teeth
K03;K037;K00-K14;Other diseases of hard tissues of teeth
K04;K045;K00-K14;Diseases of pulp and periapical tissues
K04;K046;K00-K14;Diseases of pulp and periapical tissues
K04;K040;K00-K14;Diseases of pulp and periapical tissues
K04;K049;K00-K14;Diseases of pulp and periapical tissues
K04;K048;K00-K14;Diseases of pulp and periapical tissues
K04;K047;K00-K14;Diseases of pulp and periapical tissues
K04;K043;K00-K14;Diseases of pulp and periapical tissues
K04;K044;K00-K14;Diseases of pulp and periapical tissues
K04;K041;K00-K14;Diseases of pulp and periapical tissues
K04;K042;K00-K14;Diseases of pulp and periapical tissues
K04;K04;K00-K14;Diseases of pulp and periapical tissues
K05;K05;K00-K14;Gingivitis and periodontal diseases
K05;K050;K00-K14;Gingivitis and periodontal diseases
K05;K054;K00-K14;Gingivitis and periodontal diseases
K05;K053;K00-K14;Gingivitis and periodontal diseases
K05;K051;K00-K14;Gingivitis and periodontal diseases
K05;K055;K00-K14;Gingivitis and periodontal diseases
K05;K056;K00-K14;Gingivitis and periodontal diseases
K05;K052;K00-K14;Gingivitis and periodontal diseases
K06;K060;K00-K14;Other disorders of gingiva and edentulous alveolar ridge
K06;K068;K00-K14;Other disorders of gingiva and edentulous alveolar ridge
K06;K062;K00-K14;Other disorders of gingiva and edentulous alveolar ridge
K06;K069;K00-K14;Other disorders of gingiva and edentulous alveolar ridge
K06;K061;K00-K14;Other disorders of gingiva and edentulous alveolar ridge
K06;K06;K00-K14;Other disorders of gingiva and edentulous alveolar ridge
K07;K074;K00-K14;Dentofacial anomalies [including malocclusion]
K07;K071;K00-K14;Dentofacial anomalies [including malocclusion]
K07;K072;K00-K14;Dentofacial anomalies [including malocclusion]
K07;K075;K00-K14;Dentofacial anomalies [including malocclusion]
K07;K076;K00-K14;Dentofacial anomalies [including malocclusion]
K07;K073;K00-K14;Dentofacial anomalies [including malocclusion]
K07;K079;K00-K14;Dentofacial anomalies [including malocclusion]
K07;K070;K00-K14;Dentofacial anomalies [including malocclusion]
K07;K078;K00-K14;Dentofacial anomalies [including malocclusion]
K07;K07;K00-K14;Dentofacial anomalies [including malocclusion]
K08;K080;K00-K14;Other disorders of teeth and supporting structures
K08;K082;K00-K14;Other disorders of teeth and supporting structures
K08;K088;K00-K14;Other disorders of teeth and supporting structures
K08;K08;K00-K14;Other disorders of teeth and supporting structures
K08;K083;K00-K14;Other disorders of teeth and supporting structures
K08;K089;K00-K14;Other disorders of teeth and supporting structures
K08;K081;K00-K14;Other disorders of teeth and supporting structures
K09;K099;K00-K14;Cysts of oral region, not elsewhere classified
K09;K090;K00-K14;Cysts of oral region, not elsewhere classified
K09;K09;K00-K14;Cysts of oral region, not elsewhere classified
K09;K091;K00-K14;Cysts of oral region, not elsewhere classified
K09;K098;K00-K14;Cysts of oral region, not elsewhere classified
K09;K092;K00-K14;Cysts of oral region, not elsewhere classified
K10;K10;K00-K14;Other diseases of jaws
K10;K103;K00-K14;Other diseases of jaws
K10;K108;K00-K14;Other diseases of jaws
K10;K102;K00-K14;Other diseases of jaws
K10;K101;K00-K14;Other diseases of jaws
K10;K100;K00-K14;Other diseases of jaws
K10;K109;K00-K14;Other diseases of jaws
K11;K114;K00-K14;Diseases of salivary glands
K11;K115;K00-K14;Diseases of salivary glands
K11;K11;K00-K14;Diseases of salivary glands
K11;K116;K00-K14;Diseases of salivary glands
K11;K111;K00-K14;Diseases of salivary glands
K11;K119;K00-K14;Diseases of salivary glands
K11;K110;K00-K14;Diseases of salivary glands
K11;K112;K00-K14;Diseases of salivary glands
K11;K118;K00-K14;Diseases of salivary glands
K11;K113;K00-K14;Diseases of salivary glands
K11;K117;K00-K14;Diseases of salivary glands
K12;K120;K00-K14;Stomatitis and related lesions
K12;K12;K00-K14;Stomatitis and related lesions
K12;K122;K00-K14;Stomatitis and related lesions
K12;K121;K00-K14;Stomatitis and related lesions
K13;K13;K00-K14;Other diseases of lip and oral mucosa
K13;K132;K00-K14;Other diseases of lip and oral mucosa
K13;K131;K00-K14;Other diseases of lip and oral mucosa
K13;K134;K00-K14;Other diseases of lip and oral mucosa
K13;K136;K00-K14;Other diseases of lip and oral mucosa
K13;K135;K00-K14;Other diseases of lip and oral mucosa
K13;K130;K00-K14;Other diseases of lip and oral mucosa
K13;K137;K00-K14;Other diseases of lip and oral mucosa
K13;K133;K00-K14;Other diseases of lip and oral mucosa
K14;K142;K00-K14;Diseases of tongue
K14;K148;K00-K14;Diseases of tongue
K14;K14;K00-K14;Diseases of tongue
K14;K145;K00-K14;Diseases of tongue
K14;K141;K00-K14;Diseases of tongue
K14;K140;K00-K14;Diseases of tongue
K14;K149;K00-K14;Diseases of tongue
K14;K146;K00-K14;Diseases of tongue
K14;K144;K00-K14;Diseases of tongue
K14;K143;K00-K14;Diseases of tongue
K20;K20;K20-K31;Oesophagitis
K21;K210;K20-K31;Gastro-oesophageal reflux disease
K21;K219;K20-K31;Gastro-oesophageal reflux disease
K21;K21;K20-K31;Gastro-oesophageal reflux disease
K22;K228;K20-K31;Other diseases of oesophagus
K22;K227;K20-K31;Other diseases of oesophagus
K22;K221;K20-K31;Other diseases of oesophagus
K22;K220;K20-K31;Other diseases of oesophagus
K22;K229;K20-K31;Other diseases of oesophagus
K22;K224;K20-K31;Other diseases of oesophagus
K22;K225;K20-K31;Other diseases of oesophagus
K22;K223;K20-K31;Other diseases of oesophagus
K22;K226;K20-K31;Other diseases of oesophagus
K22;K22;K20-K31;Other diseases of oesophagus
K22;K222;K20-K31;Other diseases of oesophagus
K23;K23;K20-K31;Disorders of oesophagus in diseases classified elsewhere
K23;K2381;K20-K31;Disorders of oesophagus in diseases classified elsewhere
K23;K238;K20-K31;Disorders of oesophagus in diseases classified elsewhere
K23;K230;K20-K31;Disorders of oesophagus in diseases classified elsewhere
K23;K2388;K20-K31;Disorders of oesophagus in diseases classified elsewhere
K23;K231;K20-K31;Disorders of oesophagus in diseases classified elsewhere
K23;K2380;K20-K31;Disorders of oesophagus in diseases classified elsewhere
K25;K25;K20-K31;Gastric ulcer
K25;K255;K20-K31;Gastric ulcer
K25;K257;K20-K31;Gastric ulcer
K25;K252;K20-K31;Gastric ulcer
K25;K254;K20-K31;Gastric ulcer
K25;K256;K20-K31;Gastric ulcer
K25;K250;K20-K31;Gastric ulcer
K25;K251;K20-K31;Gastric ulcer
K25;K253;K20-K31;Gastric ulcer
K25;K259;K20-K31;Gastric ulcer
K26;K267;K20-K31;Duodenal ulcer
K26;K26;K20-K31;Duodenal ulcer
K26;K263;K20-K31;Duodenal ulcer
K26;K269;K20-K31;Duodenal ulcer
K26;K264;K20-K31;Duodenal ulcer
K26;K262;K20-K31;Duodenal ulcer
K26;K260;K20-K31;Duodenal ulcer
K26;K266;K20-K31;Duodenal ulcer
K26;K261;K20-K31;Duodenal ulcer
K26;K265;K20-K31;Duodenal ulcer
K27;K270;K20-K31;Peptic ulcer, site unspecified
K27;K272;K20-K31;Peptic ulcer, site unspecified
K27;K273;K20-K31;Peptic ulcer, site unspecified
K27;K271;K20-K31;Peptic ulcer, site unspecified
K27;K275;K20-K31;Peptic ulcer, site unspecified
K27;K276;K20-K31;Peptic ulcer, site unspecified
K27;K277;K20-K31;Peptic ulcer, site unspecified
K27;K27;K20-K31;Peptic ulcer, site unspecified
K27;K274;K20-K31;Peptic ulcer, site unspecified
K27;K279;K20-K31;Peptic ulcer, site unspecified
K28;K283;K20-K31;Gastrojejunal ulcer
K28;K289;K20-K31;Gastrojejunal ulcer
K28;K287;K20-K31;Gastrojejunal ulcer
K28;K284;K20-K31;Gastrojejunal ulcer
K28;K280;K20-K31;Gastrojejunal ulcer
K28;K282;K20-K31;Gastrojejunal ulcer
K28;K281;K20-K31;Gastrojejunal ulcer
K28;K285;K20-K31;Gastrojejunal ulcer
K28;K286;K20-K31;Gastrojejunal ulcer
K28;K28;K20-K31;Gastrojejunal ulcer
K29;K296;K20-K31;Gastritis and duodenitis
K29;K290;K20-K31;Gastritis and duodenitis
K29;K292;K20-K31;Gastritis and duodenitis
K29;K297;K20-K31;Gastritis and duodenitis
K29;K294;K20-K31;Gastritis and duodenitis
K29;K298;K20-K31;Gastritis and duodenitis
K29;K291;K20-K31;Gastritis and duodenitis
K29;K295;K20-K31;Gastritis and duodenitis
K29;K293;K20-K31;Gastritis and duodenitis
K29;K29;K20-K31;Gastritis and duodenitis
K29;K299;K20-K31;Gastritis and duodenitis
K30;K30;K20-K31;Dyspepsia
K31;K312;K20-K31;Other diseases of stomach and duodenum
K31;K313;K20-K31;Other diseases of stomach and duodenum
K31;K317;K20-K31;Other diseases of stomach and duodenum
K31;K318;K20-K31;Other diseases of stomach and duodenum
K31;K316;K20-K31;Other diseases of stomach and duodenum
K31;K314;K20-K31;Other diseases of stomach and duodenum
K31;K31;K20-K31;Other diseases of stomach and duodenum
K31;K315;K20-K31;Other diseases of stomach and duodenum
K31;K310;K20-K31;Other diseases of stomach and duodenum
K31;K319;K20-K31;Other diseases of stomach and duodenum
K31;K311;K20-K31;Other diseases of stomach and duodenum
K35;K351;K35-K38;Acute appendicitis
K35;K35;K35-K38;Acute appendicitis
K35;K359;K35-K38;Acute appendicitis
K35;K350;K35-K38;Acute appendicitis
K36;K36;K35-K38;Other appendicitis
K37;K37;K35-K38;Unspecified appendicitis
K38;K388;K35-K38;Other diseases of appendix
K38;K38;K35-K38;Other diseases of appendix
K38;K380;K35-K38;Other diseases of appendix
K38;K383;K35-K38;Other diseases of appendix
K38;K389;K35-K38;Other diseases of appendix
K38;K381;K35-K38;Other diseases of appendix
K38;K382;K35-K38;Other diseases of appendix
K40;K40;K40-K46;Inguinal hernia
K40;K404;K40-K46;Inguinal hernia
K40;K402;K40-K46;Inguinal hernia
K40;K401;K40-K46;Inguinal hernia
K40;K403;K40-K46;Inguinal hernia
K40;K400;K40-K46;Inguinal hernia
K40;K409;K40-K46;Inguinal hernia
K41;K414;K40-K46;Femoral hernia
K41;K411;K40-K46;Femoral hernia
K41;K412;K40-K46;Femoral hernia
K41;K413;K40-K46;Femoral hernia
K41;K419;K40-K46;Femoral hernia
K41;K410;K40-K46;Femoral hernia
K41;K41;K40-K46;Femoral hernia
K42;K421;K40-K46;Umbilical hernia
K42;K42;K40-K46;Umbilical hernia
K42;K420;K40-K46;Umbilical hernia
K42;K429;K40-K46;Umbilical hernia
K43;K43;K40-K46;Ventral hernia
K43;K431;K40-K46;Ventral hernia
K43;K439;K40-K46;Ventral hernia
K43;K430;K40-K46;Ventral hernia
K44;K440;K40-K46;Diaphragmatic hernia
K44;K449;K40-K46;Diaphragmatic hernia
K44;K44;K40-K46;Diaphragmatic hernia
K44;K441;K40-K46;Diaphragmatic hernia
K45;K45;K40-K46;Other abdominal hernia
K45;K458;K40-K46;Other abdominal hernia
K45;K451;K40-K46;Other abdominal hernia
K45;K450;K40-K46;Other abdominal hernia
K46;K461;K40-K46;Unspecified abdominal hernia
K46;K46;K40-K46;Unspecified abdominal hernia
K46;K469;K40-K46;Unspecified abdominal hernia
K46;K460;K40-K46;Unspecified abdominal hernia
K50;K500;K50-K52;Crohn's disease [regional enteritis]
K50;K50;K50-K52;Crohn's disease [regional enteritis]
K50;K501;K50-K52;Crohn's disease [regional enteritis]
K50;K509;K50-K52;Crohn's disease [regional enteritis]
K50;K508;K50-K52;Crohn's disease [regional enteritis]
K51;K510;K50-K52;Ulcerative colitis
K51;K515;K50-K52;Ulcerative colitis
K51;K514;K50-K52;Ulcerative colitis
K51;K518;K50-K52;Ulcerative colitis
K51;K511;K50-K52;Ulcerative colitis
K51;K513;K50-K52;Ulcerative colitis
K51;K512;K50-K52;Ulcerative colitis
K51;K51;K50-K52;Ulcerative colitis
K51;K519;K50-K52;Ulcerative colitis
K52;K522;K50-K52;Other noninfective gastroenteritis and colitis
K52;K521;K50-K52;Other noninfective gastroenteritis and colitis
K52;K529;K50-K52;Other noninfective gastroenteritis and colitis
K52;K523;K50-K52;Other noninfective gastroenteritis and colitis
K52;K520;K50-K52;Other noninfective gastroenteritis and colitis
K52;K52;K50-K52;Other noninfective gastroenteritis and colitis
K52;K528;K50-K52;Other noninfective gastroenteritis and colitis
K55;K552;K55-K63;Vascular disorders of intestine
K55;K550;K55-K63;Vascular disorders of intestine
K55;K55;K55-K63;Vascular disorders of intestine
K55;K559;K55-K63;Vascular disorders of intestine
K55;K551;K55-K63;Vascular disorders of intestine
K55;K558;K55-K63;Vascular disorders of intestine
K56;K565;K55-K63;Paralytic ileus and intestinal obstruction without hernia
K56;K563;K55-K63;Paralytic ileus and intestinal obstruction without hernia
K56;K561;K55-K63;Paralytic ileus and intestinal obstruction without hernia
K56;K567;K55-K63;Paralytic ileus and intestinal obstruction without hernia
K56;K566;K55-K63;Paralytic ileus and intestinal obstruction without hernia
K56;K562;K55-K63;Paralytic ileus and intestinal obstruction without hernia
K56;K560;K55-K63;Paralytic ileus and intestinal obstruction without hernia
K56;K56;K55-K63;Paralytic ileus and intestinal obstruction without hernia
K56;K564;K55-K63;Paralytic ileus and intestinal obstruction without hernia
K57;K575;K55-K63;Diverticular disease of intestine
K57;K578;K55-K63;Diverticular disease of intestine
K57;K57;K55-K63;Diverticular disease of intestine
K57;K573;K55-K63;Diverticular disease of intestine
K57;K570;K55-K63;Diverticular disease of intestine
K57;K579;K55-K63;Diverticular disease of intestine
K57;K572;K55-K63;Diverticular disease of intestine
K57;K574;K55-K63;Diverticular disease of intestine
K57;K571;K55-K63;Diverticular disease of intestine
K58;K580;K55-K63;Irritable bowel syndrome
K58;K589;K55-K63;Irritable bowel syndrome
K58;K58;K55-K63;Irritable bowel syndrome
K59;K594;K55-K63;Other functional intestinal disorders
K59;K592;K55-K63;Other functional intestinal disorders
K59;K593;K55-K63;Other functional intestinal disorders
K59;K599;K55-K63;Other functional intestinal disorders
K59;K598;K55-K63;Other functional intestinal disorders
K59;K59;K55-K63;Other functional intestinal disorders
K59;K590;K55-K63;Other functional intestinal disorders
K59;K591;K55-K63;Other functional intestinal disorders
K60;K60;K55-K63;Fissure and fistula of anal and rectal regions
K60;K601;K55-K63;Fissure and fistula of anal and rectal regions
K60;K605;K55-K63;Fissure and fistula of anal and rectal regions
